statinfo,unit,stk_flow,country,year,value
Annual value,"Current prices, million euro",Losses,Croatia,2014,749.0
Annual value,"Current prices, million euro",Losses,Croatia,2015,196.0
Annual value,"Current prices, million euro",Losses,Croatia,2016,0.0
Annual value,"Current prices, million euro",Losses,Croatia,2017,169.0
Annual value,"Current prices, million euro",Losses,Croatia,2018,334.0
Annual value,"Current prices, million euro",Losses,Croatia,2019,0.0
Annual value,"Current prices, million euro",Losses,Croatia,2020,61.0
Annual value,"Current prices, million euro",Losses,Croatia,2021,0.0
Annual value,"Current prices, million euro",Losses,Croatia,2022,352.0
Annual value,"Current prices, million euro",Losses,Croatia,2023,151.0
Annual value,"Current prices, million euro",Losses,Hungary,1980,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1981,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1982,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1983,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1984,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1985,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1986,3036.0
Annual value,"Current prices, million euro",Losses,Hungary,1987,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1988,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1989,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1990,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1991,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1992,1635.0
Annual value,"Current prices, million euro",Losses,Hungary,1993,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1994,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1995,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1996,0.0
Annual value,"Current prices, million euro",Losses,Hungary,1997,23.0
Annual value,"Current prices, million euro",Losses,Hungary,1998,55.0
Annual value,"Current prices, million euro",Losses,Hungary,1999,1172.0
Annual value,"Current prices, million euro",Losses,Hungary,2000,136.0
Annual value,"Current prices, million euro",Losses,Hungary,2001,11.0
Annual value,"Current prices, million euro",Losses,Hungary,2002,53.0
Annual value,"Current prices, million euro",Losses,Hungary,2003,765.0
Annual value,"Current prices, million euro",Losses,Hungary,2004,0.0
Annual value,"Current prices, million euro",Losses,Hungary,2005,124.0
Annual value,"Current prices, million euro",Losses,Hungary,2006,62.0
Annual value,"Current prices, million euro",Losses,Hungary,2007,0.0
Annual value,"Current prices, million euro",Losses,Hungary,2008,0.0
Annual value,"Current prices, million euro",Losses,Hungary,2009,0.0
Annual value,"Current prices, million euro",Losses,Hungary,2010,649.0
Annual value,"Current prices, million euro",Losses,Hungary,2011,31.0
Annual value,"Current prices, million euro",Losses,Hungary,2012,34.0
Annual value,"Current prices, million euro",Losses,Hungary,2013,35.0
Annual value,"Current prices, million euro",Losses,Hungary,2014,28.0
Annual value,"Current prices, million euro",Losses,Hungary,2015,32.0
Annual value,"Current prices, million euro",Losses,Hungary,2016,11.0
Annual value,"Current prices, million euro",Losses,Hungary,2017,28.0
Annual value,"Current prices, million euro",Losses,Hungary,2018,8.0
Annual value,"Current prices, million euro",Losses,Hungary,2019,14.0
Annual value,"Current prices, million euro",Losses,Hungary,2020,11.0
Annual value,"Current prices, million euro",Losses,Hungary,2021,34.0
Annual value,"Current prices, million euro",Losses,Hungary,2022,2430.0
Annual value,"Current prices, million euro",Losses,Hungary,2023,30.0
Annual value,"Current prices, million euro",Losses,Ireland,1980,22.0
Annual value,"Current prices, million euro",Losses,Ireland,1981,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1982,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1983,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1984,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1985,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1986,23.0
Annual value,"Current prices, million euro",Losses,Ireland,1987,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1988,171.0
Annual value,"Current prices, million euro",Losses,Ireland,1989,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1990,197.0
Annual value,"Current prices, million euro",Losses,Ireland,1991,6.0
Annual value,"Current prices, million euro",Losses,Ireland,1992,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1993,68.0
Annual value,"Current prices, million euro",Losses,Ireland,1994,300.0
Annual value,"Current prices, million euro",Losses,Ireland,1995,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1996,2.0
Annual value,"Current prices, million euro",Losses,Ireland,1997,30.0
Annual value,"Current prices, million euro",Losses,Ireland,1998,0.0
Annual value,"Current prices, million euro",Losses,Ireland,1999,167.0
Annual value,"Current prices, million euro",Losses,Ireland,2000,180.0
Annual value,"Current prices, million euro",Losses,Ireland,2001,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2002,100.0
Annual value,"Current prices, million euro",Losses,Ireland,2003,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2004,65.0
Annual value,"Current prices, million euro",Losses,Ireland,2005,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2006,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2007,1.0
Annual value,"Current prices, million euro",Losses,Ireland,2008,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2009,294.0
Annual value,"Current prices, million euro",Losses,Ireland,2010,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2011,306.0
Annual value,"Current prices, million euro",Losses,Ireland,2012,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2013,114.0
Annual value,"Current prices, million euro",Losses,Ireland,2014,847.0
Annual value,"Current prices, million euro",Losses,Ireland,2015,247.0
Annual value,"Current prices, million euro",Losses,Ireland,2016,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2017,295.0
Annual value,"Current prices, million euro",Losses,Ireland,2018,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2019,51.0
Annual value,"Current prices, million euro",Losses,Ireland,2020,210.0
Annual value,"Current prices, million euro",Losses,Ireland,2021,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2022,0.0
Annual value,"Current prices, million euro",Losses,Ireland,2023,260.0
Annual value,"Current prices, million euro",Losses,Iceland,1980,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1981,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1982,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1983,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1984,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1985,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1986,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1987,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1988,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1989,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1990,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1991,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1992,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1993,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1994,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1995,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1996,19.0
Annual value,"Current prices, million euro",Losses,Iceland,1997,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1998,0.0
Annual value,"Current prices, million euro",Losses,Iceland,1999,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2000,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2001,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2002,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2003,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2004,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2005,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2006,3.0
Annual value,"Current prices, million euro",Losses,Iceland,2007,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2008,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2009,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2010,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2011,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2012,3.0
Annual value,"Current prices, million euro",Losses,Iceland,2013,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2014,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2015,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2016,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2017,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2018,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2019,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2020,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2021,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2022,0.0
Annual value,"Current prices, million euro",Losses,Iceland,2023,0.0
Annual value,"Current prices, million euro",Losses,Italy,1980,97.0
Annual value,"Current prices, million euro",Losses,Italy,1981,1175.0
Annual value,"Current prices, million euro",Losses,Italy,1982,5348.0
Annual value,"Current prices, million euro",Losses,Italy,1983,749.0
Annual value,"Current prices, million euro",Losses,Italy,1984,382.0
Annual value,"Current prices, million euro",Losses,Italy,1985,41.0
Annual value,"Current prices, million euro",Losses,Italy,1986,562.0
Annual value,"Current prices, million euro",Losses,Italy,1987,8020.0
Annual value,"Current prices, million euro",Losses,Italy,1988,31.0
Annual value,"Current prices, million euro",Losses,Italy,1989,10.0
Annual value,"Current prices, million euro",Losses,Italy,1990,1322.0
Annual value,"Current prices, million euro",Losses,Italy,1991,531.0
Annual value,"Current prices, million euro",Losses,Italy,1992,2320.0
Annual value,"Current prices, million euro",Losses,Italy,1993,973.0
Annual value,"Current prices, million euro",Losses,Italy,1994,5146.0
Annual value,"Current prices, million euro",Losses,Italy,1995,617.0
Annual value,"Current prices, million euro",Losses,Italy,1996,625.0
Annual value,"Current prices, million euro",Losses,Italy,1997,1159.0
Annual value,"Current prices, million euro",Losses,Italy,1998,74.0
Annual value,"Current prices, million euro",Losses,Italy,1999,1078.0
Annual value,"Current prices, million euro",Losses,Italy,2000,15021.0
Annual value,"Current prices, million euro",Losses,Italy,2001,468.0
Annual value,"Current prices, million euro",Losses,Italy,2002,5991.0
Annual value,"Current prices, million euro",Losses,Italy,2003,7369.0
Annual value,"Current prices, million euro",Losses,Italy,2004,76.0
Annual value,"Current prices, million euro",Losses,Italy,2005,66.0
Annual value,"Current prices, million euro",Losses,Italy,2006,0.0
Annual value,"Current prices, million euro",Losses,Italy,2007,0.0
Annual value,"Current prices, million euro",Losses,Italy,2008,722.0
Annual value,"Current prices, million euro",Losses,Italy,2009,372.0
Annual value,"Current prices, million euro",Losses,Italy,2010,777.0
Annual value,"Current prices, million euro",Losses,Italy,2011,2729.0
Annual value,"Current prices, million euro",Losses,Italy,2012,1308.0
Annual value,"Current prices, million euro",Losses,Italy,2013,696.0
Annual value,"Current prices, million euro",Losses,Italy,2014,1843.0
Annual value,"Current prices, million euro",Losses,Italy,2015,3116.0
Annual value,"Current prices, million euro",Losses,Italy,2016,2187.0
Annual value,"Current prices, million euro",Losses,Italy,2017,13180.0
Annual value,"Current prices, million euro",Losses,Italy,2018,5708.0
Annual value,"Current prices, million euro",Losses,Italy,2019,5273.0
Annual value,"Current prices, million euro",Losses,Italy,2020,2720.0
Annual value,"Current prices, million euro",Losses,Italy,2021,686.0
Annual value,"Current prices, million euro",Losses,Italy,2022,17626.0
Annual value,"Current prices, million euro",Losses,Italy,2023,15741.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1980,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1981,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1982,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1983,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1984,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1985,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1986,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1987,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1988,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1989,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1990,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1991,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1992,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1993,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1994,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1995,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1996,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1997,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1998,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,1999,20.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2000,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2001,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2002,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2003,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2004,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2005,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2006,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2007,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2008,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2009,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2010,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2011,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2012,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2013,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2014,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2015,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2016,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2017,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2018,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2019,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2020,1.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2021,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2022,0.0
Annual value,"Current prices, million euro",Losses,Liechtenstein,2023,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1980,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1981,43.0
Annual value,"Current prices, million euro",Losses,Lithuania,1982,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1983,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1984,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1985,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1986,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1987,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1988,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1989,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1990,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1991,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1992,747.0
Annual value,"Current prices, million euro",Losses,Lithuania,1993,42.0
Annual value,"Current prices, million euro",Losses,Lithuania,1994,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1995,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1996,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1997,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1998,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,1999,1.0
Annual value,"Current prices, million euro",Losses,Lithuania,2000,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2001,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2002,7.0
Annual value,"Current prices, million euro",Losses,Lithuania,2003,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2004,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2005,56.0
Annual value,"Current prices, million euro",Losses,Lithuania,2006,350.0
Annual value,"Current prices, million euro",Losses,Lithuania,2007,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2008,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2009,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2010,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2011,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2012,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2013,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2014,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2015,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2016,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2017,570.0
Annual value,"Current prices, million euro",Losses,Lithuania,2018,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2019,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2020,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2021,0.0
Annual value,"Current prices, million euro",Losses,Lithuania,2022,1.0
Annual value,"Current prices, million euro",Losses,Lithuania,2023,466.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1980,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1981,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1982,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1983,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1984,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1985,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1986,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1987,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1988,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1989,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1990,776.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1991,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1992,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1993,19.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1994,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1995,17.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1996,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1997,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1998,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,1999,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2000,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2001,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2002,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2003,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2004,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2005,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2006,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2007,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2008,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2009,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2010,33.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2011,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2012,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2013,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2014,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2015,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2016,57.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2017,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2018,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2019,157.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2020,20.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2021,184.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2022,0.0
Annual value,"Current prices, million euro",Losses,Luxembourg,2023,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1980,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1981,83.0
Annual value,"Current prices, million euro",Losses,Latvia,1982,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1983,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1984,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1985,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1986,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1987,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1988,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1989,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1990,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1991,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1992,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1993,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1994,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1995,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1996,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1997,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1998,0.0
Annual value,"Current prices, million euro",Losses,Latvia,1999,1.0
Annual value,"Current prices, million euro",Losses,Latvia,2000,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2001,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2002,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2003,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2004,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2005,539.0
Annual value,"Current prices, million euro",Losses,Latvia,2006,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2007,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2008,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2009,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2010,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2011,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2012,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2013,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2014,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2015,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2016,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2017,490.0
Annual value,"Current prices, million euro",Losses,Latvia,2018,120.0
Annual value,"Current prices, million euro",Losses,Latvia,2019,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2020,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2021,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2022,0.0
Annual value,"Current prices, million euro",Losses,Latvia,2023,17.0
Annual value,"Current prices, million euro",Losses,Malta,1980,0.0
Annual value,"Current prices, million euro",Losses,Malta,1981,0.0
Annual value,"Current prices, million euro",Losses,Malta,1982,0.0
Annual value,"Current prices, million euro",Losses,Malta,1983,0.0
Annual value,"Current prices, million euro",Losses,Malta,1984,0.0
Annual value,"Current prices, million euro",Losses,Malta,1985,0.0
Annual value,"Current prices, million euro",Losses,Malta,1986,0.0
Annual value,"Current prices, million euro",Losses,Malta,1987,0.0
Annual value,"Current prices, million euro",Losses,Malta,1988,0.0
Annual value,"Current prices, million euro",Losses,Malta,1989,0.0
Annual value,"Current prices, million euro",Losses,Malta,1990,0.0
Annual value,"Current prices, million euro",Losses,Malta,1991,0.0
Annual value,"Current prices, million euro",Losses,Malta,1992,0.0
Annual value,"Current prices, million euro",Losses,Malta,1993,0.0
Annual value,"Current prices, million euro",Losses,Malta,1994,0.0
Annual value,"Current prices, million euro",Losses,Malta,1995,0.0
Annual value,"Current prices, million euro",Losses,Malta,1996,0.0
Annual value,"Current prices, million euro",Losses,Malta,1997,0.0
Annual value,"Current prices, million euro",Losses,Malta,1998,0.0
Annual value,"Current prices, million euro",Losses,Malta,1999,0.0
Annual value,"Current prices, million euro",Losses,Malta,2000,0.0
Annual value,"Current prices, million euro",Losses,Malta,2001,0.0
Annual value,"Current prices, million euro",Losses,Malta,2002,0.0
Annual value,"Current prices, million euro",Losses,Malta,2003,21.0
Annual value,"Current prices, million euro",Losses,Malta,2004,0.0
Annual value,"Current prices, million euro",Losses,Malta,2005,0.0
Annual value,"Current prices, million euro",Losses,Malta,2006,0.0
Annual value,"Current prices, million euro",Losses,Malta,2007,0.0
Annual value,"Current prices, million euro",Losses,Malta,2008,0.0
Annual value,"Current prices, million euro",Losses,Malta,2009,0.0
Annual value,"Current prices, million euro",Losses,Malta,2010,0.0
Annual value,"Current prices, million euro",Losses,Malta,2011,1.0
Annual value,"Current prices, million euro",Losses,Malta,2012,0.0
Annual value,"Current prices, million euro",Losses,Malta,2013,0.0
Annual value,"Current prices, million euro",Losses,Malta,2014,0.0
Annual value,"Current prices, million euro",Losses,Malta,2015,0.0
Annual value,"Current prices, million euro",Losses,Malta,2016,0.0
Annual value,"Current prices, million euro",Losses,Malta,2017,0.0
Annual value,"Current prices, million euro",Losses,Malta,2018,0.0
Annual value,"Current prices, million euro",Losses,Malta,2019,27.0
Annual value,"Current prices, million euro",Losses,Malta,2020,0.0
Annual value,"Current prices, million euro",Losses,Malta,2021,0.0
Annual value,"Current prices, million euro",Losses,Malta,2022,0.0
Annual value,"Current prices, million euro",Losses,Malta,2023,2.0
Annual value,"Current prices, million euro",Losses,Netherlands,1980,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1981,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1982,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1983,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1984,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1985,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1986,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1987,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1988,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1989,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1990,3133.0
Annual value,"Current prices, million euro",Losses,Netherlands,1991,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1992,44.0
Annual value,"Current prices, million euro",Losses,Netherlands,1993,227.0
Annual value,"Current prices, million euro",Losses,Netherlands,1994,3.0
Annual value,"Current prices, million euro",Losses,Netherlands,1995,1655.0
Annual value,"Current prices, million euro",Losses,Netherlands,1996,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1997,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,1998,956.0
Annual value,"Current prices, million euro",Losses,Netherlands,1999,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2000,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2001,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2002,468.0
Annual value,"Current prices, million euro",Losses,Netherlands,2003,1.0
Annual value,"Current prices, million euro",Losses,Netherlands,2004,61.0
Annual value,"Current prices, million euro",Losses,Netherlands,2005,124.0
Annual value,"Current prices, million euro",Losses,Netherlands,2006,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2007,644.0
Annual value,"Current prices, million euro",Losses,Netherlands,2008,55.0
Annual value,"Current prices, million euro",Losses,Netherlands,2009,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2010,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2011,13.0
Annual value,"Current prices, million euro",Losses,Netherlands,2012,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2013,273.0
Annual value,"Current prices, million euro",Losses,Netherlands,2014,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2015,29.0
Annual value,"Current prices, million euro",Losses,Netherlands,2016,1041.0
