airpol,nace_r2,na_item,unit,country,year,value
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2014,0.09
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2015,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2016,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2017,0.08
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2018,0.07
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2019,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2020,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2021,0.06
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Slovakia,2022,0.05
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2008,0.79
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2009,0.89
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2010,0.89
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2011,0.74
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2012,0.79
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2013,0.6
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2014,0.58
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2015,0.58
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2016,0.58
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2017,0.55
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2018,0.54
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2019,0.5
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2020,0.53
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2021,0.46
Particulates < 2.5µm,Manufacturing,"Value added, gross","Grams per euro, chain linked volumes (2010)",Türkiye,2022,0.41
