aquaenv,country,year,value
Inland water excellent - %,Netherlands,2021,72.7
Inland water excellent - %,Netherlands,2022,73.5
Inland water excellent - %,Netherlands,2023,71.1
Inland water excellent - %,Poland,2011,58.0
Inland water excellent - %,Poland,2012,64.7
Inland water excellent - %,Poland,2013,60.7
Inland water excellent - %,Poland,2014,52.6
Inland water excellent - %,Poland,2015,64.9
Inland water excellent - %,Poland,2016,74.1
Inland water excellent - %,Poland,2017,83.3
Inland water excellent - %,Poland,2018,26.7
Inland water excellent - %,Poland,2019,18.7
Inland water excellent - %,Poland,2020,18.8
Inland water excellent - %,Poland,2021,44.9
Inland water excellent - %,Poland,2022,57.7
Inland water excellent - %,Poland,2023,54.9
Inland water excellent - %,Portugal,2011,61.5
Inland water excellent - %,Portugal,2012,62.9
Inland water excellent - %,Portugal,2013,58.8
Inland water excellent - %,Portugal,2014,52.8
Inland water excellent - %,Portugal,2015,63.3
Inland water excellent - %,Portugal,2016,69.6
Inland water excellent - %,Portugal,2017,76.4
Inland water excellent - %,Portugal,2018,78.9
Inland water excellent - %,Portugal,2019,76.7
Inland water excellent - %,Portugal,2020,74.5
Inland water excellent - %,Portugal,2021,75.3
Inland water excellent - %,Portugal,2022,65.6
Inland water excellent - %,Portugal,2023,67.7
Inland water excellent - %,Romania,2013,0.0
Inland water excellent - %,Romania,2014,0.0
Inland water excellent - %,Romania,2015,100.0
Inland water excellent - %,Romania,2016,100.0
Inland water excellent - %,Romania,2017,0.0
Inland water excellent - %,Romania,2018,0.0
Inland water excellent - %,Romania,2019,0.0
Inland water excellent - %,Romania,2020,0.0
Inland water excellent - %,Romania,2021,0.0
Inland water excellent - %,Romania,2022,100.0
Inland water excellent - %,Romania,2023,100.0
Inland water excellent - %,Sweden,2011,76.8
Inland water excellent - %,Sweden,2012,74.5
Inland water excellent - %,Sweden,2013,64.8
Inland water excellent - %,Sweden,2014,62.8
Inland water excellent - %,Sweden,2015,69.4
Inland water excellent - %,Sweden,2016,75.4
Inland water excellent - %,Sweden,2017,79.7
Inland water excellent - %,Sweden,2018,86.5
Inland water excellent - %,Sweden,2019,86.1
Inland water excellent - %,Sweden,2020,81.7
Inland water excellent - %,Sweden,2021,78.5
Inland water excellent - %,Sweden,2022,81.0
Inland water excellent - %,Sweden,2023,78.5
Inland water excellent - %,Slovenia,2011,50.0
Inland water excellent - %,Slovenia,2012,34.6
Inland water excellent - %,Slovenia,2013,53.9
Inland water excellent - %,Slovenia,2014,42.3
Inland water excellent - %,Slovenia,2015,46.2
Inland water excellent - %,Slovenia,2016,53.9
Inland water excellent - %,Slovenia,2017,53.9
Inland water excellent - %,Slovenia,2018,76.9
Inland water excellent - %,Slovenia,2019,69.2
Inland water excellent - %,Slovenia,2020,76.9
Inland water excellent - %,Slovenia,2021,73.1
Inland water excellent - %,Slovenia,2022,65.4
Inland water excellent - %,Slovenia,2023,65.4
Inland water excellent - %,Slovakia,2011,64.7
Inland water excellent - %,Slovakia,2012,72.7
Inland water excellent - %,Slovakia,2013,72.7
Inland water excellent - %,Slovakia,2014,57.6
Inland water excellent - %,Slovakia,2015,48.5
Inland water excellent - %,Slovakia,2016,63.6
Inland water excellent - %,Slovakia,2017,59.4
Inland water excellent - %,Slovakia,2018,56.3
Inland water excellent - %,Slovakia,2019,62.5
Inland water excellent - %,Slovakia,2020,56.3
Inland water excellent - %,Slovakia,2021,50.0
Inland water excellent - %,Slovakia,2022,59.4
Inland water excellent - %,Slovakia,2023,71.9
Inland water - number,Albania,2018,6.0
Inland water - number,Albania,2019,6.0
Inland water - number,Albania,2020,6.0
Inland water - number,Albania,2021,6.0
Inland water - number,Albania,2022,6.0
Inland water - number,Albania,2023,6.0
Inland water - number,Austria,2011,267.0
Inland water - number,Austria,2012,266.0
Inland water - number,Austria,2013,266.0
Inland water - number,Austria,2014,266.0
Inland water - number,Austria,2015,265.0
Inland water - number,Austria,2016,264.0
Inland water - number,Austria,2017,263.0
Inland water - number,Austria,2018,263.0
Inland water - number,Austria,2019,261.0
Inland water - number,Austria,2020,261.0
Inland water - number,Austria,2021,261.0
Inland water - number,Austria,2022,260.0
Inland water - number,Austria,2023,260.0
Inland water - number,Belgium,2011,79.0
Inland water - number,Belgium,2012,81.0
Inland water - number,Belgium,2013,71.0
Inland water - number,Belgium,2014,68.0
Inland water - number,Belgium,2015,71.0
Inland water - number,Belgium,2016,71.0
Inland water - number,Belgium,2017,71.0
Inland water - number,Belgium,2018,73.0
Inland water - number,Belgium,2019,73.0
Inland water - number,Belgium,2020,77.0
Inland water - number,Belgium,2021,81.0
Inland water - number,Belgium,2022,87.0
Inland water - number,Belgium,2023,89.0
Inland water - number,Bulgaria,2011,4.0
Inland water - number,Bulgaria,2012,4.0
Inland water - number,Bulgaria,2013,4.0
Inland water - number,Bulgaria,2014,4.0
Inland water - number,Bulgaria,2015,4.0
Inland water - number,Bulgaria,2016,4.0
Inland water - number,Bulgaria,2017,4.0
Inland water - number,Bulgaria,2018,4.0
Inland water - number,Bulgaria,2019,4.0
Inland water - number,Bulgaria,2020,4.0
Inland water - number,Bulgaria,2021,4.0
Inland water - number,Bulgaria,2022,4.0
Inland water - number,Bulgaria,2023,4.0
Inland water - number,Switzerland,2011,352.0
Inland water - number,Switzerland,2012,335.0
Inland water - number,Switzerland,2013,167.0
Inland water - number,Switzerland,2014,210.0
Inland water - number,Switzerland,2015,216.0
Inland water - number,Switzerland,2016,231.0
Inland water - number,Switzerland,2017,190.0
Inland water - number,Switzerland,2018,192.0
Inland water - number,Switzerland,2019,195.0
Inland water - number,Switzerland,2020,189.0
Inland water - number,Switzerland,2021,189.0
Inland water - number,Switzerland,2022,196.0
Inland water - number,Switzerland,2023,196.0
Inland water - number,Czechia,2011,183.0
Inland water - number,Czechia,2012,160.0
Inland water - number,Czechia,2013,157.0
Inland water - number,Czechia,2014,152.0
Inland water - number,Czechia,2015,153.0
Inland water - number,Czechia,2016,154.0
Inland water - number,Czechia,2017,154.0
Inland water - number,Czechia,2018,153.0
Inland water - number,Czechia,2019,153.0
Inland water - number,Czechia,2020,153.0
Inland water - number,Czechia,2021,155.0
Inland water - number,Czechia,2022,156.0
Inland water - number,Czechia,2023,153.0
Inland water - number,Germany,2011,1938.0
Inland water - number,Germany,2012,1929.0
Inland water - number,Germany,2013,1929.0
Inland water - number,Germany,2014,1927.0
Inland water - number,Germany,2015,1925.0
Inland water - number,Germany,2016,1925.0
Inland water - number,Germany,2017,1921.0
Inland water - number,Germany,2018,1923.0
Inland water - number,Germany,2019,1924.0
Inland water - number,Germany,2020,1941.0
Inland water - number,Germany,2021,1928.0
Inland water - number,Germany,2022,1930.0
Inland water - number,Germany,2023,1929.0
Inland water - number,Denmark,2011,119.0
Inland water - number,Denmark,2012,117.0
Inland water - number,Denmark,2013,114.0
Inland water - number,Denmark,2014,111.0
Inland water - number,Denmark,2015,110.0
Inland water - number,Denmark,2016,115.0
Inland water - number,Denmark,2017,114.0
Inland water - number,Denmark,2018,116.0
Inland water - number,Denmark,2019,117.0
Inland water - number,Denmark,2020,120.0
Inland water - number,Denmark,2021,123.0
Inland water - number,Denmark,2022,122.0
Inland water - number,Denmark,2023,124.0
Inland water - number,Estonia,2011,28.0
Inland water - number,Estonia,2012,27.0
Inland water - number,Estonia,2013,27.0
Inland water - number,Estonia,2014,27.0
Inland water - number,Estonia,2015,27.0
Inland water - number,Estonia,2016,27.0
Inland water - number,Estonia,2017,27.0
Inland water - number,Estonia,2018,27.0
Inland water - number,Estonia,2019,27.0
Inland water - number,Estonia,2020,35.0
Inland water - number,Estonia,2021,35.0
Inland water - number,Estonia,2022,35.0
Inland water - number,Estonia,2023,35.0
Inland water - number,Greece,2011,6.0
Inland water - number,Greece,2012,6.0
Inland water - number,Greece,2013,6.0
Inland water - number,Greece,2014,2.0
Inland water - number,Greece,2015,2.0
Inland water - number,Greece,2016,2.0
Inland water - number,Greece,2017,3.0
Inland water - number,Greece,2018,3.0
Inland water - number,Greece,2019,3.0
Inland water - number,Greece,2020,3.0
Inland water - number,Greece,2021,3.0
Inland water - number,Greece,2022,3.0
Inland water - number,Greece,2023,3.0
Inland water - number,Spain,2011,225.0
Inland water - number,Spain,2012,230.0
Inland water - number,Spain,2013,230.0
Inland water - number,Spain,2014,236.0
Inland water - number,Spain,2015,241.0
Inland water - number,Spain,2016,242.0
Inland water - number,Spain,2017,259.0
Inland water - number,Spain,2018,263.0
Inland water - number,Spain,2019,266.0
Inland water - number,Spain,2020,270.0
Inland water - number,Spain,2021,277.0
Inland water - number,Spain,2022,281.0
Inland water - number,Spain,2023,281.0
Inland water - number,European Union - 27 countries (from 2020),2011,6495.0
Inland water - number,European Union - 27 countries (from 2020),2012,6437.0
Inland water - number,European Union - 27 countries (from 2020),2013,6467.0
Inland water - number,European Union - 27 countries (from 2020),2014,6486.0
Inland water - number,European Union - 27 countries (from 2020),2015,6483.0
Inland water - number,European Union - 27 countries (from 2020),2016,6510.0
Inland water - number,European Union - 27 countries (from 2020),2017,6556.0
Inland water - number,European Union - 27 countries (from 2020),2018,6806.0
Inland water - number,European Union - 27 countries (from 2020),2019,6933.0
Inland water - number,European Union - 27 countries (from 2020),2020,6967.0
Inland water - number,European Union - 27 countries (from 2020),2021,7080.0
Inland water - number,European Union - 27 countries (from 2020),2022,7139.0
Inland water - number,European Union - 27 countries (from 2020),2023,7181.0
Inland water - number,Finland,2011,239.0
Inland water - number,Finland,2012,236.0
Inland water - number,Finland,2013,233.0
Inland water - number,Finland,2014,229.0
Inland water - number,Finland,2015,224.0
Inland water - number,Finland,2016,224.0
Inland water - number,Finland,2017,222.0
Inland water - number,Finland,2018,225.0
Inland water - number,Finland,2019,224.0
Inland water - number,Finland,2020,225.0
Inland water - number,Finland,2021,224.0
Inland water - number,Finland,2022,225.0
Inland water - number,Finland,2023,226.0
Inland water - number,France,2011,1311.0
Inland water - number,France,2012,1294.0
Inland water - number,France,2013,1303.0
Inland water - number,France,2014,1307.0
Inland water - number,France,2015,1293.0
Inland water - number,France,2016,1294.0
Inland water - number,France,2017,1310.0
Inland water - number,France,2018,1310.0
Inland water - number,France,2019,1304.0
Inland water - number,France,2020,1273.0
Inland water - number,France,2021,1294.0
Inland water - number,France,2022,1296.0
Inland water - number,France,2023,1286.0
Inland water - number,Croatia,2011,4.0
Inland water - number,Croatia,2012,7.0
Inland water - number,Croatia,2013,8.0
Inland water - number,Croatia,2014,27.0
Inland water - number,Croatia,2015,27.0
Inland water - number,Croatia,2016,27.0
Inland water - number,Croatia,2017,27.0
Inland water - number,Croatia,2018,27.0
Inland water - number,Croatia,2019,35.0
Inland water - number,Croatia,2020,41.0
Inland water - number,Croatia,2021,41.0
Inland water - number,Croatia,2022,42.0
Inland water - number,Croatia,2023,42.0
Inland water - number,Hungary,2011,228.0
Inland water - number,Hungary,2012,232.0
Inland water - number,Hungary,2013,241.0
Inland water - number,Hungary,2014,244.0
Inland water - number,Hungary,2015,246.0
Inland water - number,Hungary,2016,253.0
Inland water - number,Hungary,2017,257.0
Inland water - number,Hungary,2018,253.0
Inland water - number,Hungary,2019,257.0
Inland water - number,Hungary,2020,264.0
Inland water - number,Hungary,2021,274.0
Inland water - number,Hungary,2022,279.0
Inland water - number,Hungary,2023,283.0
Inland water - number,Ireland,2011,9.0
Inland water - number,Ireland,2012,9.0
Inland water - number,Ireland,2013,9.0
Inland water - number,Ireland,2014,9.0
Inland water - number,Ireland,2015,9.0
Inland water - number,Ireland,2016,9.0
Inland water - number,Ireland,2017,9.0
Inland water - number,Ireland,2018,9.0
Inland water - number,Ireland,2019,9.0
Inland water - number,Ireland,2020,9.0
Inland water - number,Ireland,2021,9.0
Inland water - number,Ireland,2022,9.0
Inland water - number,Ireland,2023,9.0
Inland water - number,Italy,2011,648.0
Inland water - number,Italy,2012,629.0
Inland water - number,Italy,2013,644.0
Inland water - number,Italy,2014,643.0
Inland water - number,Italy,2015,652.0
Inland water - number,Italy,2016,654.0
Inland water - number,Italy,2017,667.0
Inland water - number,Italy,2018,668.0
Inland water - number,Italy,2019,671.0
Inland water - number,Italy,2020,672.0
Inland water - number,Italy,2021,674.0
Inland water - number,Italy,2022,675.0
Inland water - number,Italy,2023,680.0
Inland water - number,Lithuania,2011,98.0
Inland water - number,Lithuania,2012,98.0
Inland water - number,Lithuania,2013,96.0
Inland water - number,Lithuania,2014,96.0
Inland water - number,Lithuania,2015,96.0
Inland water - number,Lithuania,2016,98.0
Inland water - number,Lithuania,2017,98.0
Inland water - number,Lithuania,2018,101.0
Inland water - number,Lithuania,2019,101.0
Inland water - number,Lithuania,2020,104.0
Inland water - number,Lithuania,2021,104.0
Inland water - number,Lithuania,2022,105.0
Inland water - number,Lithuania,2023,105.0
Inland water - number,Luxembourg,2011,20.0
Inland water - number,Luxembourg,2012,11.0
Inland water - number,Luxembourg,2013,11.0
Inland water - number,Luxembourg,2014,11.0
Inland water - number,Luxembourg,2015,11.0
Inland water - number,Luxembourg,2016,11.0
Inland water - number,Luxembourg,2017,12.0
Inland water - number,Luxembourg,2018,15.0
Inland water - number,Luxembourg,2019,17.0
Inland water - number,Luxembourg,2020,17.0
Inland water - number,Luxembourg,2021,17.0
Inland water - number,Luxembourg,2022,17.0
Inland water - number,Luxembourg,2023,17.0
Inland water - number,Latvia,2011,14.0
Inland water - number,Latvia,2012,14.0
Inland water - number,Latvia,2013,18.0
Inland water - number,Latvia,2014,21.0
Inland water - number,Latvia,2015,22.0
Inland water - number,Latvia,2016,23.0
Inland water - number,Latvia,2017,23.0
Inland water - number,Latvia,2018,23.0
Inland water - number,Latvia,2019,24.0
Inland water - number,Latvia,2020,24.0
Inland water - number,Latvia,2021,24.0
Inland water - number,Latvia,2022,25.0
Inland water - number,Latvia,2023,26.0
Inland water - number,Netherlands,2011,603.0
Inland water - number,Netherlands,2012,606.0
Inland water - number,Netherlands,2013,622.0
Inland water - number,Netherlands,2014,625.0
Inland water - number,Netherlands,2015,623.0
Inland water - number,Netherlands,2016,627.0
Inland water - number,Netherlands,2017,628.0
Inland water - number,Netherlands,2018,634.0
Inland water - number,Netherlands,2019,634.0
Inland water - number,Netherlands,2020,645.0
Inland water - number,Netherlands,2021,648.0
Inland water - number,Netherlands,2022,649.0
Inland water - number,Netherlands,2023,655.0
Inland water - number,Poland,2011,131.0
Inland water - number,Poland,2012,133.0
Inland water - number,Poland,2013,122.0
Inland water - number,Poland,2014,116.0
Inland water - number,Poland,2015,114.0
Inland water - number,Poland,2016,112.0
Inland water - number,Poland,2017,108.0
Inland water - number,Poland,2018,337.0
Inland water - number,Poland,2019,443.0
Inland water - number,Poland,2020,436.0
Inland water - number,Poland,2021,495.0
Inland water - number,Poland,2022,523.0
Inland water - number,Poland,2023,552.0
Inland water - number,Portugal,2011,83.0
Inland water - number,Portugal,2012,89.0
Inland water - number,Portugal,2013,97.0
Inland water - number,Portugal,2014,106.0
Inland water - number,Portugal,2015,109.0
Inland water - number,Portugal,2016,115.0
Inland water - number,Portugal,2017,123.0
Inland water - number,Portugal,2018,128.0
Inland water - number,Portugal,2019,133.0
Inland water - number,Portugal,2020,137.0
Inland water - number,Portugal,2021,150.0
Inland water - number,Portugal,2022,157.0
Inland water - number,Portugal,2023,158.0
Inland water - number,Romania,2013,1.0
Inland water - number,Romania,2014,1.0
Inland water - number,Romania,2015,1.0
Inland water - number,Romania,2016,1.0
Inland water - number,Romania,2017,1.0
Inland water - number,Romania,2018,1.0
Inland water - number,Romania,2019,1.0
Inland water - number,Romania,2020,1.0
Inland water - number,Romania,2021,1.0
Inland water - number,Romania,2022,1.0
Inland water - number,Romania,2023,1.0
Inland water - number,Sweden,2011,198.0
Inland water - number,Sweden,2012,200.0
Inland water - number,Sweden,2013,199.0
Inland water - number,Sweden,2014,199.0
Inland water - number,Sweden,2015,199.0
Inland water - number,Sweden,2016,199.0
Inland water - number,Sweden,2017,197.0
Inland water - number,Sweden,2018,192.0
Inland water - number,Sweden,2019,194.0
Inland water - number,Sweden,2020,197.0
Inland water - number,Sweden,2021,200.0
Inland water - number,Sweden,2022,200.0
Inland water - number,Sweden,2023,205.0
Inland water - number,Slovenia,2011,26.0
Inland water - number,Slovenia,2012,26.0
Inland water - number,Slovenia,2013,26.0
Inland water - number,Slovenia,2014,26.0
Inland water - number,Slovenia,2015,26.0
Inland water - number,Slovenia,2016,26.0
Inland water - number,Slovenia,2017,26.0
Inland water - number,Slovenia,2018,26.0
Inland water - number,Slovenia,2019,26.0
Inland water - number,Slovenia,2020,26.0
Inland water - number,Slovenia,2021,26.0
Inland water - number,Slovenia,2022,26.0
Inland water - number,Slovenia,2023,26.0
Inland water - number,Slovakia,2011,34.0
Inland water - number,Slovakia,2012,33.0
Inland water - number,Slovakia,2013,33.0
Inland water - number,Slovakia,2014,33.0
Inland water - number,Slovakia,2015,33.0
Inland water - number,Slovakia,2016,33.0
Inland water - number,Slovakia,2017,32.0
Inland water - number,Slovakia,2018,32.0
Inland water - number,Slovakia,2019,32.0
Inland water - number,Slovakia,2020,32.0
Inland water - number,Slovakia,2021,32.0
Inland water - number,Slovakia,2022,32.0
Inland water - number,Slovakia,2023,32.0
